ParticipantNumber,OrganizationName,BirthDate,HouseholdAddressType,HouseholdPostalCode,FamilySize,TotalInHousehold,HouseholdType,FamilySetting,IncomeCategory,HouseholdEconomicStatus,TotalVisits,FirstVisitDate
1858,BGCDC Taft Branch,,,,,1.0,,,,Unknown,0.0,
4470,BGCDC Allied Branch,1998-07-17 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
4008,BGCDC Taft Branch,1994-06-18 00:00:00,Home,53713,3.0,2.0,,Mother,"$25,000-$49,999",Economically Disadvantaged,0.0,
32390,BGCDC Taft Branch,2012-05-17 00:00:00,,,,,,,,,0.0,
30829,BGCDC Allied Branch,2012-05-17 00:00:00,,,,1.0,,,,Unknown,0.0,
659,BGCDC Taft Branch,1992-01-13 00:00:00,Home,53713,,4.0,,Mother,"$50,000-$74,999",Unknown,0.0,
5818,BGCDC Allied Branch,2005-03-23 00:00:00,Apartment,53704,3.0,2.0,,Mother,Unknown,Economically Disadvantaged,0.0,
20869,BGCDC Allied Branch,1994-03-04 00:00:00,,,,,,,,,2.0,2022-01-15
21254,BGCDC Allied Branch,1982-06-27 00:00:00,,,,,,,,,2.0,2022-01-15
24854,BGCDC Taft Branch,2012-12-25 00:00:00,Home,53711,2.0,2.0,,Mother,"$25,000-$49,999",Economically Disadvantaged,0.0,
23727,BGCDC Allied Branch,1956-04-24 00:00:00,,,,,,,,,2.0,2022-01-15
1980,BGCDC Allied Branch,2000-11-13 00:00:00,Home,53719,,1.0,,Mother,,Unknown,0.0,
6115,BGCDC Taft Branch,2004-01-06 00:00:00,Home,53562,,1.0,,Mother,,Unknown,0.0,
287,BGCDC Allied Branch,1991-08-31 00:00:00,Home,53711,,2.0,,,"$24,999 and under",Unknown,0.0,
2337,BGCDC Allied Branch,1994-12-24 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
14479,BGCDC Allied Branch,1991-04-10 00:00:00,,,,,,,,,0.0,
14356,BGCDC Allied Branch,1997-08-19 00:00:00,,,,,,,,,0.0,
15842,BGCDC Allied Branch,1945-12-05 00:00:00,,,,,,,,,0.0,
20946,BGCDC Allied Branch,1980-08-07 00:00:00,,,,,,,,,2.0,2022-01-15
590,BGCDC Allied Branch,1996-01-09 00:00:00,Home,53719,,2.0,,,,Unknown,0.0,
30830,BGCDC Allied Branch,2009-05-21 00:00:00,,,,1.0,,,,Unknown,0.0,
2532,BGCDC Allied Branch,2003-06-01 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
4446,BGCDC Taft Branch,2003-06-01 00:00:00,Home,53711,2.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
30350,BGCDC Allied Branch,2020-05-23 00:00:00,,,,1.0,,,,Unknown,0.0,
1857,BGCDC Taft Branch,,Home,,,1.0,,,,Unknown,0.0,
15551,BGCDC Allied Branch,1958-08-15 00:00:00,,,,,,,,,0.0,
15622,BGCDC Allied Branch,2018-09-26 00:00:00,,,,,,,,,0.0,
8067,BGCDC Taft Branch,1999-12-08 00:00:00,,,,2.0,,,,Unknown,0.0,
1658,BGCDC Taft Branch,1989-08-02 00:00:00,Home,53713,,1.0,,,,Unknown,0.0,
32710,BGCDC Walco,2008-07-24 00:00:00,Home,53713,3.0,3.0,,Mother/ Other,"$24,999 and under",Economically Disadvantaged,0.0,
6084,BGCDC Taft Branch,2008-07-24 00:00:00,Home,53713,3.0,3.0,,Mother/ Other,"$24,999 and under",Economically Disadvantaged,0.0,
6219,BGCDC Allied Branch,1988-02-02 00:00:00,Home,53589,0.0,3.0,,Unknown,Unknown,Not Economically Disadvantaged,0.0,
6582,BGCDC Allied Branch,2008-06-12 00:00:00,Home,53705,5.0,3.0,,Both Parents,"$50,000-$74,999",Economically Disadvantaged,0.0,
1058,BGCDC Allied Branch,1991-04-19 00:00:00,Home,53711,,1.0,,,,Unknown,0.0,
9478,BGCDC Allied Branch,2012-08-27 00:00:00,Apartment,53711,5.0,5.0,Single Parent,Mother Only,"$24,999 and under",Economically Disadvantaged,0.0,
144,BGCDC Taft Branch,1991-04-09 00:00:00,,,,6.0,,Mother,,Unknown,0.0,
4994,BGCDC Taft Branch,2002-04-06 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
3419,BGCDC Taft Branch,1998-10-12 00:00:00,Home,53703,,1.0,,Mother,,Unknown,0.0,
2456,BGCDC Allied Branch,1998-10-13 00:00:00,Apartment,53713,,1.0,,Mother,,Unknown,0.0,
8097,BGCDC Taft Branch,1999-10-15 00:00:00,,,,2.0,,,,Unknown,0.0,
3282,BGCDC Taft Branch,2002-10-12 00:00:00,,,,6.0,,Mother,,Unknown,0.0,
2738,BGCDC Taft Branch,1993-03-25 00:00:00,Home,53704,4.0,2.0,,Grandparents,"$24,999 and under",Economically Disadvantaged,0.0,
155,BGCDC Allied Branch,1993-08-13 00:00:00,,,,2.0,,,"$24,999 and under",Unknown,0.0,
14804,BGCDC Allied Branch,1996-05-01 00:00:00,,,,,,,,,0.0,
4836,BGCDC Taft Branch,2002-10-03 00:00:00,Home,53713,2.0,2.0,,Mother,Unknown,Economically Disadvantaged,0.0,
4741,BGCDC Taft Branch,2003-01-15 00:00:00,Home,53713,5.0,3.0,,Time with Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
2102,BGCDC Taft Branch,2000-07-10 00:00:00,Home,53711,4.0,3.0,14.02,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
6220,BGCDC Allied Branch,2001-08-31 00:00:00,Apartment,53590,0.0,2.0,,Unknown,Unknown,Not Economically Disadvantaged,272.0,2020-01-06
1587,BGCDC Taft Branch,1992-12-12 00:00:00,Home,53713,,3.0,,,,Unknown,0.0,
445,BGCDC Allied Branch,1992-03-23 00:00:00,Home,53711,,3.0,,,"$24,999 and under",Unknown,0.0,
3912,BGCDC Allied Branch,2003-09-17 00:00:00,Apartment,53711,4.0,5.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
5932,BGCDC Allied Branch,1997-02-08 00:00:00,Apartment,53711,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
1129,BGCDC Taft Branch,1993-01-06 00:00:00,Home,53713,12.0,4.0,,Unknown,"$24,999 and under",Economically Disadvantaged,0.0,
2297,BGCDC Allied Branch,1994-06-18 00:00:00,Home,53704,,1.0,,Mother,,Unknown,0.0,
4472,BGCDC Allied Branch,1998-09-09 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
2206,BGCDC Taft Branch,1994-09-20 00:00:00,Home,53704,3.0,2.0,,Mother,"$25,000-$49,999",Economically Disadvantaged,0.0,
300,BGCDC Taft Branch,1993-04-09 00:00:00,,,,2.0,,Mother,,Unknown,0.0,
14450,BGCDC Allied Branch,1977-11-14 00:00:00,,,,,,,,,0.0,
5933,BGCDC Allied Branch,1998-12-07 00:00:00,Apartment,53711,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
3568,BGCDC Allied Branch,1995-03-01 00:00:00,Apartment,53713,3.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
2017,BGCDC Taft Branch,1999-05-02 00:00:00,Home,53711,4.0,3.0,14.02,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
27921,BGCDC Allied Branch,2017-12-31 00:00:00,,,,,,,,,1.0,2023-06-28
9145,BGCDC Taft Branch,2017-12-31 00:00:00,,,,,,,,,0.0,
2944,BGCDC Taft Branch,2000-07-22 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
33111,BGCDC Taft Branch,2015-10-21 00:00:00,,,,,,,,,38.0,2024-06-24
266,BGCDC Allied Branch,1993-01-28 00:00:00,Home,53711,,1.0,,,,Unknown,0.0,
30846,BGCDC Allied Branch,2014-12-04 00:00:00,,,,1.0,,,,Unknown,0.0,
30833,BGCDC Allied Branch,1962-12-17 00:00:00,,,,1.0,,,,Unknown,0.0,
30828,BGCDC Allied Branch,2006-08-16 00:00:00,,,,1.0,,,,Unknown,0.0,
528,BGCDC Allied Branch,1996-05-06 00:00:00,Home,53711,,5.0,,,"$24,999 and under",Unknown,0.0,
30785,BGCDC Allied Branch,2020-06-20 00:00:00,,,,1.0,,,,Unknown,0.0,
18583,BGCDC Taft Branch,2008-06-05 00:00:00,Home,53713,,1.0,,,,Unknown,0.0,
11051,BGCDC Allied Branch,2008-06-05 00:00:00,Apartment,53713,4.0,6.0,Both Parents,Both Parents,"$25,000-$49,999",Economically Disadvantaged,0.0,
6354,BGCDC Taft Branch,2008-06-05 00:00:00,Apartment,53713,4.0,1.0,Single Parent,Mother Only,"$25,000-$49,999",Economically Disadvantaged,17.0,2020-01-09
26006,BGCDC Taft Branch,2014-10-02 00:00:00,Apartment,53713,,3.0,,,,Unknown,28.0,2022-12-20
4136,BGCDC Taft Branch,2005-01-27 00:00:00,Home,53704,4.0,4.0,unknown,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
29771,BGCDC Allied Branch,,,,,,,,,,0.0,
31412,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
31835,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
7005,BGCDC Allied Branch,2012-01-05 00:00:00,Apartment,53711,4.0,2.0,,Mother,,Unknown,0.0,
2421,BGCDC Taft Branch,1993-04-25 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
6686,BGCDC Allied Branch,2009-12-13 00:00:00,Apartment,53711,3.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
6976,BGCDC Allied Branch,2011-05-06 00:00:00,Apartment,53717,2.0,2.0,,Mother,,Unknown,0.0,
4392,BGCDC Taft Branch,2000-07-30 00:00:00,Home,53704,5.0,4.0,,Time with Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
4388,BGCDC Taft Branch,2003-03-22 00:00:00,Home,53704,5.0,4.0,,Time with Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
4980,BGCDC Taft Branch,2005-12-27 00:00:00,Home,53711,7.0,1.0,unknown,Guardian,"$85,000 and above",Economically Disadvantaged,0.0,
20264,BGCDC Allied Branch,1948-07-31 00:00:00,,,,,,,,,2.0,2022-01-15
11604,BGCDC Walco,2006-06-06 00:00:00,,,,,,,,,0.0,
4809,BGCDC Taft Branch,2004-03-28 00:00:00,Home,53713,5.0,5.0,Single Parent,Mother,"$25,000-$49,999",Economically Disadvantaged,3.0,2022-01-24
4486,BGCDC Allied Branch,2000-11-28 00:00:00,Home,53593,2.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
4477,BGCDC Allied Branch,2000-12-29 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
7222,BGCDC Taft Branch,1998-12-06 00:00:00,,,,2.0,,,,Unknown,0.0,
2239,BGCDC Allied Branch,2004-03-28 00:00:00,Home,53713,,1.0,,Both Parents,,Unknown,0.0,
21098,BGCDC Allied Branch,1968-02-24 00:00:00,,,,,,,,,2.0,2022-01-15
20836,BGCDC Allied Branch,1997-05-03 00:00:00,,,,,,,,,2.0,2022-01-15
20935,BGCDC Allied Branch,1980-04-17 00:00:00,,,,,,,,,2.0,2022-01-15
6671,BGCDC Taft Branch,2001-04-03 00:00:00,Home,53711,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
22821,BGCDC Allied Branch,1977-03-07 00:00:00,,,,,,,,,2.0,2022-01-15
6774,BGCDC Taft Branch,1998-11-23 00:00:00,Home,53711,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
20838,BGCDC Allied Branch,1958-08-06 00:00:00,,,,,,,,,2.0,2022-01-15
15222,BGCDC Allied Branch,1970-01-09 00:00:00,Home,53711,,1.0,,,,Unknown,0.0,
18825,BGCDC Taft Branch,1970-01-09 00:00:00,Home,53711,,1.0,,,,Unknown,1.0,2021-11-19
26370,BGCDC Allied Branch,1970-01-09 00:00:00,,,,,,,,,1.0,2022-12-14
7576,BGCDC Taft Branch,1999-06-22 00:00:00,,,,2.0,,,,Unknown,0.0,
22377,BGCDC Allied Branch,1950-06-01 00:00:00,,,,,,,,,2.0,2022-01-15
22843,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
2915,BGCDC Allied Branch,1996-04-27 00:00:00,Home,,,1.0,,Mother,,Unknown,0.0,
29517,BGCDC Allied Branch,,,,,,,,,,0.0,
29541,BGCDC Allied Branch,,,,,,,,,,0.0,
21163,BGCDC Allied Branch,1953-07-21 00:00:00,,,,,,,,,2.0,2022-01-15
20560,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
4524,BGCDC Allied Branch,1997-06-17 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
4521,BGCDC Allied Branch,1998-09-05 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
4487,BGCDC Allied Branch,1999-07-11 00:00:00,Home,53593,2.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
4339,BGCDC Taft Branch,1994-11-20 00:00:00,Home,53704,5.0,4.0,,Guardian,"$24,999 and under",Economically Disadvantaged,0.0,
18182,BGCDC Sun Prairie,1996-11-13 00:00:00,,,,,,,,,0.0,
22169,BGCDC Allied Branch,1925-05-11 00:00:00,,,,,,,,,2.0,2022-01-15
22570,BGCDC Allied Branch,1955-01-13 00:00:00,,,,,,,,,2.0,2022-01-15
9120,BGCDC Taft Branch,2003-10-10 00:00:00,,,,,,,,,0.0,
8838,BGCDC Taft Branch,2003-10-10 00:00:00,,,,,,,,,0.0,
8836,BGCDC Allied Branch,2003-10-10 00:00:00,,,,,,,,,0.0,
29513,BGCDC Allied Branch,,,,,,,,,,0.0,
21230,BGCDC Allied Branch,1972-09-27 00:00:00,,,,,,,,,2.0,2022-01-15
17313,BGCDC Taft Branch,1999-04-26 00:00:00,,,,,,,,,0.0,
29402,BGCDC Allied Branch,,,,,,,,,,0.0,
28445,BGCDC Allied Branch,,,,,,,,,,0.0,
21290,BGCDC Allied Branch,2022-03-31 00:00:00,,,,,,,,,2.0,2022-01-15
8670,BGCDC Taft Branch,2007-03-05 00:00:00,Home,53704,4.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
20883,BGCDC Allied Branch,1971-06-09 00:00:00,,,,,,,,,2.0,2022-01-15
17524,BGCDC Sun Prairie,2020-04-16 00:00:00,,,,,,,,,0.0,
18183,BGCDC Sun Prairie,1950-10-05 00:00:00,,,,,,,,,0.0,
5934,BGCDC Allied Branch,2000-03-02 00:00:00,Apartment,53711,3.0,5.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
26301,BGCDC Allied Branch,1982-12-24 00:00:00,,,,,,,,,1.0,2022-12-14
31491,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
29850,BGCDC Allied Branch,,,,,,,,,,0.0,
31914,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
16879,BGCDC Sun Prairie,2014-09-17 00:00:00,Apartment,53704,3.0,2.0,Both Parents,Both Parents,"$25,000-$49,999",Economically Disadvantaged,29.0,2021-06-29
30097,BGCDC Allied Branch,2022-10-22 00:00:00,,,,1.0,,,,Unknown,0.0,
3295,BGCDC Taft Branch,1999-11-18 00:00:00,Home,53713,,1.0,,Guardian,,Unknown,0.0,
23736,BGCDC Allied Branch,1980-04-22 00:00:00,,,,,,,,,2.0,2022-01-15
26911,BGCDC Walco,1995-05-02 00:00:00,,,,,,,,,2.0,2022-01-29
249,BGCDC Allied Branch,1990-04-02 00:00:00,Home,53719,1.0,3.0,,,"$24,999 and under",Economically Disadvantaged,0.0,
2333,BGCDC Allied Branch,2001-09-15 00:00:00,Apartment,53711,,1.0,,Mother,,Unknown,0.0,
7367,BGCDC Taft Branch,2000-01-07 00:00:00,,,,2.0,,,,Unknown,0.0,
3039,BGCDC Allied Branch,1998-04-09 00:00:00,Apartment,53713,,1.0,,Mother,,Unknown,0.0,
3030,BGCDC Allied Branch,1994-03-01 00:00:00,Apartment,53713,,1.0,,Both Parents,,Unknown,0.0,
1318,BGCDC Allied Branch,1990-04-13 00:00:00,Home,53711,,1.0,,Both Parents,,Unknown,0.0,
2133,BGCDC Taft Branch,1998-08-09 00:00:00,Home,53704,6.0,5.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
16969,BGCDC Allied Branch,2007-04-11 00:00:00,,,,,,,,,0.0,
3854,BGCDC Taft Branch,2003-03-23 00:00:00,Home,53713,5.0,3.0,,Mother,"$25,000-$49,999",Economically Disadvantaged,0.0,
3856,BGCDC Taft Branch,2001-09-06 00:00:00,Home,53713,5.0,3.0,,Mother,"$25,000-$49,999",Economically Disadvantaged,0.0,
6414,BGCDC Allied Branch,2001-09-06 00:00:00,Home,53711,0.0,2.0,,Unknown,Unknown,Not Economically Disadvantaged,0.0,
7171,BGCDC Taft Branch,1999-03-31 00:00:00,,,,2.0,,,,Unknown,0.0,
17153,BGCDC Taft Branch,2012-05-22 00:00:00,,,,,,,,,0.0,
14669,BGCDC Allied Branch,2005-09-18 00:00:00,,,,,,,,,0.0,
32557,BGCDC Walco,2005-09-18 00:00:00,,,3.0,4.0,Single Parent,Father,"$50,000-$74,999",Economically Disadvantaged,0.0,
4145,BGCDC Taft Branch,2005-09-18 00:00:00,,,3.0,4.0,Single Parent,Father,"$50,000-$74,999",Economically Disadvantaged,0.0,
5935,BGCDC Allied Branch,2003-11-09 00:00:00,Apartment,53711,3.0,5.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
17152,BGCDC Taft Branch,2015-10-19 00:00:00,,,,,,,,,0.0,
1146,BGCDC Taft Branch,1992-07-04 00:00:00,,,,2.0,,Unknown,,Unknown,0.0,
16957,BGCDC Allied Branch,,,,,,,,,,0.0,
1755,BGCDC Taft Branch,1996-09-24 00:00:00,Home,53704,6.0,5.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
22519,BGCDC Allied Branch,1955-03-11 00:00:00,,,,,,,,,2.0,2022-01-15
2405,BGCDC Allied Branch,1997-12-24 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
25233,BGCDC Allied Branch,2009-08-15 00:00:00,,,,,,,,,51.0,2022-08-18
14670,BGCDC Allied Branch,2008-09-14 00:00:00,Home,53711,5.0,1.0,,Time with Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
32737,BGCDC Walco,2008-09-14 00:00:00,,,3.0,4.0,Single Parent,Father,"$50,000-$74,999",Economically Disadvantaged,0.0,
6138,BGCDC Taft Branch,2008-09-14 00:00:00,,,3.0,4.0,Single Parent,Father,"$50,000-$74,999",Economically Disadvantaged,0.0,
25234,BGCDC Allied Branch,2014-07-28 00:00:00,,,,,,,,,1.0,2022-08-18
26583,BGCDC Taft Branch,2010-01-10 00:00:00,,,,,,,,,1.0,2022-12-14
3196,BGCDC Allied Branch,1999-07-29 00:00:00,Apartment,53711,,3.0,,Mother,"$24,999 and under",Unknown,0.0,
203,BGCDC Taft Branch,1994-01-11 00:00:00,Home,53705,,3.0,,Mother,"$24,999 and under",Unknown,0.0,
28600,BGCDC Allied Branch,2010-12-09 00:00:00,Home,53713,5.0,1.0,Single Parent,Mother Only,Unknown,Economically Disadvantaged,0.0,
3529,BGCDC Allied Branch,2006-04-03 00:00:00,Home,53711,2.0,4.0,,Mother,"$24,999 and under",Economically Disadvantaged,1.0,2024-01-02
2212,BGCDC Taft Branch,1989-02-07 00:00:00,Home,53711,,2.0,,Guardian,"$24,999 and under",Unknown,0.0,
760,BGCDC Allied Branch,1989-02-07 00:00:00,Home,53711,,2.0,,,"$24,999 and under",Unknown,0.0,
2901,BGCDC Allied Branch,1995-10-23 00:00:00,Apartment,,,1.0,,Both Parents,,Unknown,0.0,
1799,BGCDC Taft Branch,1995-10-23 00:00:00,Home,53704,6.0,5.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
9371,BGCDC Taft Branch,2013-05-02 00:00:00,Home,53713,4.0,2.0,Single Parent,Mother Only,"$24,999 and under",Economically Disadvantaged,0.0,
32926,BGCDC Walco,2013-05-02 00:00:00,Home,53713,4.0,2.0,Single Parent,Mother Only,"$24,999 and under",Economically Disadvantaged,0.0,
32027,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
31604,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
29963,BGCDC Allied Branch,,,,,,,,,,0.0,
31591,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
32014,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
29950,BGCDC Allied Branch,,,,,,,,,,0.0,
5936,BGCDC Allied Branch,1999-08-30 00:00:00,Apartment,53711,3.0,5.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
31973,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,1.0,2024-05-03
29909,BGCDC Allied Branch,,,,,,,,,,0.0,
31550,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
16983,BGCDC Allied Branch,2010-08-23 00:00:00,,,,,,,,,0.0,
15303,BGCDC Allied Branch,2010-08-23 00:00:00,,,,,,,,,0.0,
18671,BGCDC Sun Prairie,2007-06-25 00:00:00,,,,,,,,,1.0,2021-09-04
2528,BGCDC Taft Branch,2000-03-04 00:00:00,Home,53711,3.0,2.0,5.01,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
18184,BGCDC Sun Prairie,1988-03-07 00:00:00,,,,,,,,,0.0,
6358,BGCDC Taft Branch,2003-04-11 00:00:00,Home,53713,5.0,3.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
20972,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
6959,BGCDC Allied Branch,,Home,53705,2.0,3.0,,Guardian,"$24,999 and under",Economically Disadvantaged,0.0,
30769,BGCDC Allied Branch,2007-12-25 00:00:00,,,,1.0,,,,Unknown,0.0,
27691,BGCDC Allied Branch,2008-12-19 00:00:00,Apartment,53719,7.0,2.0,,Mother Only,,Unknown,6.0,2023-04-25
30770,BGCDC Allied Branch,2008-12-19 00:00:00,,,,1.0,,,,Unknown,0.0,
208,BGCDC Allied Branch,1993-11-04 00:00:00,Home,53713,,3.0,,,"$24,999 and under",Unknown,0.0,
14207,BGCDC Sun Prairie,1994-01-23 00:00:00,,,,,,,,,0.0,
26497,BGCDC Taft Branch,1994-01-23 00:00:00,,,,,,,,,1.0,2022-12-14
4184,BGCDC Taft Branch,1997-01-14 00:00:00,Home,53711,6.0,3.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
14823,BGCDC Allied Branch,2001-01-17 00:00:00,,,,,,,,,0.0,
15933,BGCDC Allied Branch,1991-02-11 00:00:00,,,,,,,,,0.0,
3992,BGCDC Taft Branch,1998-06-01 00:00:00,Home,53711,4.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
1162,BGCDC Allied Branch,1998-06-01 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
7097,BGCDC Taft Branch,2000-12-10 00:00:00,Home,53711,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
730,BGCDC Allied Branch,1996-05-18 00:00:00,Home,53719,5.0,3.0,,,"$25,000-$49,999",Economically Disadvantaged,0.0,
27919,BGCDC Taft Branch,2016-11-15 00:00:00,,,,,,,,,25.0,2023-06-29
6336,BGCDC Taft Branch,2004-09-08 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
32487,BGCDC Allied Branch,2004-09-08 00:00:00,Home,53713,,1.0,,Mother,,Unknown,2.0,2024-03-19
10132,BGCDC Allied Branch,2010-08-23 00:00:00,Home,53713,3.0,2.0,Single Parent,Mother Only,"$25,000-$49,999",Economically Disadvantaged,0.0,
6392,BGCDC Taft Branch,2010-08-23 00:00:00,Home,53713,4.0,3.0,Both Parents,Both Parents,"$24,999 and under",Economically Disadvantaged,214.0,2020-01-02
25036,BGCDC Allied Branch,2010-08-23 00:00:00,Home,53713,4.0,3.0,Both Parents,Both Parents,"$24,999 and under",Economically Disadvantaged,7.0,2023-07-21
4526,BGCDC Allied Branch,2000-08-18 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
1679,BGCDC Taft Branch,1995-03-22 00:00:00,Home,53713,7.0,9.0,14.03,Time with Both Parents,"$25,000-$49,999",Economically Disadvantaged,0.0,
10656,BGCDC Allied Branch,2007-04-25 00:00:00,Home,53711,3.0,3.0,unknown,Unknown,Unknown,Economically Disadvantaged,0.0,
10641,BGCDC Taft Branch,2007-04-25 00:00:00,Home,53711,3.0,3.0,unknown,Unknown,Unknown,Economically Disadvantaged,0.0,
21397,BGCDC Allied Branch,1980-06-04 00:00:00,,,,,,,,,2.0,2022-01-15
1593,BGCDC Allied Branch,1998-09-01 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
2286,BGCDC Allied Branch,1995-07-27 00:00:00,Home,53704,,1.0,,Unknown,,Unknown,0.0,
9178,BGCDC Taft Branch,2009-10-19 00:00:00,Apartment,53713,3.0,2.0,Single Parent,Mother Only,"$24,999 and under",Economically Disadvantaged,41.0,2020-01-07
32889,BGCDC Walco,2009-10-19 00:00:00,Apartment,53713,3.0,2.0,Single Parent,Mother Only,"$24,999 and under",Economically Disadvantaged,0.0,
4293,BGCDC Taft Branch,2003-10-11 00:00:00,Home,53704,2.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
5937,BGCDC Allied Branch,2000-05-06 00:00:00,Apartment,53711,3.0,5.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
27833,BGCDC Taft Branch,2006-12-10 00:00:00,Home,53716,6.0,1.0,,Both Parents,Unknown,Economically Disadvantaged,0.0,
31145,BGCDC Allied Branch,,,,,1.0,,,,Unknown,0.0,
29340,BGCDC Allied Branch,,,,,,,,,,0.0,
8204,BGCDC Taft Branch,2001-10-16 00:00:00,,,,2.0,,,,Unknown,0.0,
7682,BGCDC Taft Branch,1999-08-25 00:00:00,,,,2.0,,,,Unknown,0.0,
22433,BGCDC Allied Branch,1950-01-11 00:00:00,,,,,,,,,2.0,2022-01-15
17441,BGCDC Taft Branch,1993-12-06 00:00:00,,,,,,,,,0.0,
4189,BGCDC Allied Branch,1998-04-30 00:00:00,Home,53593,3.0,2.0,,Both Parents,Unknown,Economically Disadvantaged,0.0,
4528,BGCDC Allied Branch,1998-03-19 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
8556,BGCDC Taft Branch,2000-09-20 00:00:00,,,,2.0,,,,Unknown,0.0,
29125,BGCDC Allied Branch,,,,,,,,,,0.0,
4532,BGCDC Allied Branch,1999-12-25 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
4529,BGCDC Allied Branch,2000-09-15 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
8174,BGCDC Taft Branch,1999-12-10 00:00:00,,,,2.0,,,,Unknown,0.0,
22626,BGCDC Allied Branch,1933-03-04 00:00:00,,,,,,,,,2.0,2022-01-15
22024,BGCDC Allied Branch,1952-10-28 00:00:00,,,,,,,,,2.0,2022-01-15
8165,BGCDC Taft Branch,2000-05-08 00:00:00,,,,2.0,,,,Unknown,0.0,
6480,BGCDC Taft Branch,2001-03-15 00:00:00,Home,53711,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
4534,BGCDC Allied Branch,1998-04-24 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
